,name,category_code,founded_year,latitude,longitude,Design Studios nearby,Design Studios Count,Starbucks nearby,Starbucks Count,Daycare nearby,Daycare Count,Airport nearby,Airport Count,Train nearby,Train Count,Metro Station nearby,Metro Station Count,Night Club nearby,Night Club Count,Strip Club nearby,Strip Club Count,Cocktail Bar nearby,Cocktail Bar Count,Vegan and Vegetarian Restaurant nearby,Vegan and Vegetarian Restaurant Count,Basketball Stadium nearby,Basketball Stadium Count,Pet Grooming Service nearby,Pet Grooming Service Count,Average Daycare distance,Average Starbucks distance,Average design_studios distance,Average airport distance,Average train distance,Average metro distance,Average night_club distance,Average strip_coordinates distance,Average cocktail_bar distance,Average vegan_rest distance,Average basket_stadium distance,Average pet_grooming distance,Total Points,Average Starbucks distance Points,Average design_studios distance Points,Average Daycare distance Points,Average airport distance Points,Average train distance Points,Average metro distance Points,Average night_club distance Points,Average strip_coordinates distance Points,Average cocktail_bar distance Points,Average vegan_rest distance Points,Average basket_stadium distance Points,Average pet_grooming distance Points
0,Kidos,games_video,2011,40.768058,-73.956599,"[{'name': 'Mociun', 'latitude': 40.717913, 'longitude': -73.962519}, {'name': 'Manhattan Wardrobe Supply', 'latitude': 40.748713, 'longitude': -73.994591}, {'name': 'Vandervoort Studio', 'latitude': 40.715914, 'longitude': -73.934378}, {'name': 'D & D Building', 'latitude': 40.760967, 'longitude': -73.96637}, {'name': 'La-Z-Boy', 'latitude': 40.754239, 'longitude': -73.981791}, {'name': 'The Color House NY', 'latitude': 40.720503, 'longitude': -73.998413}, {'name': 'Steelcase', 'latitude': 40.767431, 'longitude': -73.982875}, {'name': 'Rooq Fine Art & Framing', 'latitude': 40.728244, 'longitude': -73.993435}, {'name': 'The Future Perfect', 'latitude': 40.726545, 'longitude': -73.992408}, {'name': 'Gagosian Shop', 'latitude': 40.77475, 'longitude': -73.963584}]",10,"[{'name': 'Starbucks', 'latitude': 40.772469, 'longitude': -73.949993}, {'name': 'Starbucks', 'latitude': 40.780038, 'longitude': -73.959593}, {'name': 'Starbucks', 'latitude': 40.760353, 'longitude': -73.961104}, {'name': 'Starbucks', 'latitude': 40.764155, 'longitude': -73.964222}, {'name': 'Starbucks', 'latitude': 40.774286, 'longitude': -73.954695}, {'name': 'Starbucks', 'latitude': 40.782762, 'longitude': -73.948553}, {'name': 'Starbucks', 'latitude': 40.766113, 'longitude': -73.957613}, {'name': 'Starbucks', 'latitude': 40.762964, 'longitude': -73.972389}, {'name': 'Starbucks', 'latitude': 40.769971, 'longitude': -73.954616}, {'name': 'Starbucks', 'latitude': 40.779493, 'longitude': -73.953759}]",10,"[{'name': 'Smart Start Academy', 'latitude': 40.750381, 'longitude': -74.046068}, {'name': 'The Art Farm in the City', 'latitude': 40.779712, 'longitude': -73.945551}, {'name': 'Kiddie Academy of Whitestone', 'latitude': 40.795116, 'longitude': -73.810189}, {'name': 'KinderCare Learning Center', 'latitude': 40.816568, 'longitude': -74.306171}, {'name': ""Bell's Little Learners"", 'latitude': 40.922602, 'longitude': -74.059327}, {'name': 'Central Park Montessori School', 'latitude': 40.78874, 'longitude': -73.967229}, {'name': 'The Goddard School', 'latitude': 40.778356, 'longitude': -73.945805}, {'name': ""Lexington Children's Center"", 'latitude': 40.788048, 'longitude': -73.950723}, {'name': 'Bright Horizons', 'latitude': 40.760629, 'longitude': -73.982958}, {'name': 'Bright Horizons at West 72nd', 'latitude': 40.779716, 'longitude': -73.983618}]",10,"[{'name': 'Airport', 'latitude': 40.752971, 'longitude': -73.986765}, {'name': 'Atlantic Aviation', 'latitude': 40.743692, 'longitude': -73.972731}, {'name': ""Sarabeth's"", 'latitude': 40.765144, 'longitude': -73.97562}, {'name': 'Alitalia Airlines', 'latitude': 40.743114, 'longitude': -73.98616}, {'name': 'Fifth Avenue', 'latitude': 40.764586, 'longitude': -73.972278}, {'name': 'American Museum of Natural History', 'latitude': 40.781322, 'longitude': -73.97399}, {'name': 'Ess-A-Bagel', 'latitude': 40.756226, 'longitude': -73.970118}, {'name': 'InterContinental New York Barclay, an IHG Hotel', 'latitude': 40.755758, 'longitude': -73.973463}, {'name': 'Whole Foods', 'latitude': 40.768458, 'longitude': -73.982784}, {'name': 'Apple Upper West Side', 'latitude': 40.775048, 'longitude': -73.982605}]",10,"[{'name': '7 Train', 'latitude': 40.748703, 'longitude': -73.94279}, {'name': 'Moynihan Train Hall', 'latitude': 40.751077, 'longitude': -73.994946}, {'name': 'Grand Central Terminal', 'latitude': 40.752724, 'longitude': -73.97716}, {'name': 'Structure Personal Fitness', 'latitude': 40.770484, 'longitude': -73.96167}, {'name': 'Equinox Columbus Circle', 'latitude': 40.768734, 'longitude': -73.982576}, {'name': 'Equinox East 85th Street', 'latitude': 40.778134, 'longitude': -73.9541}, {'name': 'Roosevelt Island Aerial Tram', 'latitude': 40.757351328795785, 'longitude': -73.95413517951965}, {'name': 'Carl Schurz Park', 'latitude': 40.775229, 'longitude': -73.943631}, {'name': 'Sanat Hair Salon', 'latitude': 40.764265, 'longitude': -73.960119}, {'name': 'Central Park', 'latitude': 40.78272, 'longitude': -73.965614}]",10,"[{'name': 'MTA Subway - 72nd St', 'latitude': 40.76873, 'longitude': -73.958631}, {'name': 'MTA Subway - 68th St/Hunter College', 'latitude': 40.767892, 'longitude': -73.963711}, {'name': 'MTA - 77th Street Subway Station', 'latitude': 40.772707, 'longitude': -73.957256}, {'name': 'MTA Subway - Lexington Ave/63rd St', 'latitude': 40.764585, 'longitude': -73.966292}, {'name': 'MTA - Roosevelt Island Subway Station', 'latitude': 40.758288, 'longitude': -73.953598}, {'name': 'MTA Subway - Lexington Ave/59th St', 'latitude': 40.762439, 'longitude': -73.967825}, {'name': 'MTA Subway - 86th St', 'latitude': 40.777936, 'longitude': -73.951426}, {'name': 'MTA Subway - 86th St', 'latitude': 40.779434, 'longitude': -73.955942}, {'name': 'MTA Subway - Lexington Ave/53rd St', 'latitude': 40.757884, 'longitude': -73.970663}, {'name': 'MTA Subway - 51st St', 'latitude': 40.757028, 'longitude': -73.97242}]",10,"[{'name': 'Lavo', 'latitude': 40.76294, 'longitude': -73.971296}, {'name': 'Hunk-O-Mania', 'latitude': 40.755599, 'longitude': -73.991367}, {'name': 'Good Room', 'latitude': 40.726855, 'longitude': -73.952868}, {'name': ""Sugardaddy's Gentlemen's Club"", 'latitude': 40.739536, 'longitude': -73.942614}, {'name': 'Frim Fram Jam', 'latitude': 40.750057, 'longitude': -73.994774}, {'name': 'PHD Rooftop Lounge at Dream Downtown', 'latitude': 40.742102, 'longitude': -74.003589}, {'name': 'Somewhere Nowhere NYC', 'latitude': 40.744338, 'longitude': -73.992759}, {'name': 'Mamajuana Cafe Queens', 'latitude': 40.752892, 'longitude': -73.90482}, {'name': 'Marquee', 'latitude': 40.75004, 'longitude': -74.002688}, {'name': 'The Roof Top', 'latitude': 40.760132, 'longitude': -73.987351}, {'name': 'Liberty Hall at Ace Hotel', 'latitude': 40.745649, 'longitude': -73.988181}, {'name': 'Swing 46', 'latitude': 40.76077, 'longitude': -73.989692}, {'name': 'FOUR At Hotel YOTEL', 'latitude': 40.759321, 'longitude': -73.995402}, {'name': 'Nebula', 'latitude': 40.754943, 'longitude': -73.985706}, {'name': 'La Boom', 'latitude': 40.753766, 'longitude': -73.904416}, {'name': 'StarDust', 'latitude': 40.759834, 'longitude': -73.996383}, {'name': 'Stage 48', 'latitude': 40.765025, 'longitude': -73.995976}, {'name': 'Rosewood Theatre', 'latitude': 40.757856, 'longitude': -73.999669}, {'name': 'Club Cache', 'latitude': 40.758002, 'longitude': -73.980322}, {'name': 'Nebula Night Club', 'latitude': 40.75489, 'longitude': -73.98566}]",20,"[{'name': 'Flashdancers NYC', 'latitude': 40.759426, 'longitude': -73.989508}, {'name': ""Larry Flynt's Hustler Club"", 'latitude': 40.767402, 'longitude': -73.995895}, {'name': 'Sapphire New York Strip Club', 'latitude': 40.760754, 'longitude': -73.962255}, {'name': 'Show Palace', 'latitude': 40.75116, 'longitude': -73.945723}, {'name': 'Mermaids', 'latitude': 40.76415, 'longitude': -73.92394}]",5,"[{'name': 'NR', 'latitude': 40.770027, 'longitude': -73.95504}, {'name': 'Dutch Kills', 'latitude': 40.747639, 'longitude': -73.940173}, {'name': ""Tanner Smith's"", 'latitude': 40.764224, 'longitude': -73.981701}, {'name': ""Mar's"", 'latitude': 40.758371, 'longitude': -73.924114}, {'name': 'The Milton NYC', 'latitude': 40.781296, 'longitude': -73.94889}, {'name': 'The Rum House', 'latitude': 40.759677, 'longitude': -73.986241}, {'name': 'Nubeluz', 'latitude': 40.74563, 'longitude': -73.988879}, {'name': 'Pod 39 Rooftop Bar', 'latitude': 40.749472, 'longitude': -73.976494}, {'name': 'Achilles Heel', 'latitude': 40.733148, 'longitude': -73.959572}, {'name': 'Dolly Varden', 'latitude': 40.762971, 'longitude': -73.986152}, {'name': 'King Cole Bar', 'latitude': 40.761291, 'longitude': -73.974421}, {'name': ""Sek'end Sun"", 'latitude': 40.761503, 'longitude': -73.924058}, {'name': 'Dear Irving', 'latitude': 40.736284, 'longitude': -73.987377}, {'name': 'The Seville', 'latitude': 40.744637, 'longitude': -73.985695}, {'name': ""Martiny's"", 'latitude': 40.736166, 'longitude': -73.987721}, {'name': 'Diamond Lil', 'latitude': 40.725471, 'longitude': -73.946136}, {'name': ""Goldie's"", 'latitude': 40.725657, 'longitude': -73.945226}, {'name': 'Valerie', 'latitude': 40.756359, 'longitude': -73.981218}, {'name': 'Porchlight', 'latitude': 40.751825, 'longitude': -74.005153}, {'name': 'Getaway', 'latitude': 40.733591, 'longitude': -73.955136}]",20,"[{'name': 'Beyond Sushi', 'latitude': 40.763216, 'longitude': -73.977074}, {'name': 'P.S. Kitchen', 'latitude': 40.760637, 'longitude': -73.986628}, {'name': 'Más Veggies Vegan Taqueria', 'latitude': 40.756747, 'longitude': -73.966818}, {'name': 'Le Botaniste', 'latitude': 40.751361, 'longitude': -73.974471}, {'name': 'Franchia', 'latitude': 40.747505, 'longitude': -73.981396}, {'name': 'Peacefood Cafe', 'latitude': 40.785397, 'longitude': -73.977109}, {'name': 'Planta Queen', 'latitude': 40.744459, 'longitude': -73.988309}, {'name': 'Juice Press', 'latitude': 40.763746, 'longitude': -73.965386}, {'name': 'Hangawi', 'latitude': 40.746608, 'longitude': -73.984637}, {'name': 'Juice Press', 'latitude': 40.784826, 'longitude': -73.95615}]",10,"[{'name': 'Madison Square Garden', 'latitude': 40.750561, 'longitude': -73.993231}, {'name': 'Barclays Center', 'latitude': 40.682681, 'longitude': -73.975332}, {'name': 'The Dalton School Gym', 'latitude': 40.779179, 'longitude': -73.953397}, {'name': 'Knicks Conference Room', 'latitude': 40.750233, 'longitude': -73.992248}, {'name': 'Turner Suite', 'latitude': 40.682623, 'longitude': -73.97546}, {'name': 'Levien Gym - Columbia University', 'latitude': 40.809935, 'longitude': -73.962017}, {'name': ""St Joseph's University - The Hill Center"", 'latitude': 40.690866, 'longitude': -73.969674}, {'name': 'St Francis College - Pope Physical Center', 'latitude': 40.693627, 'longitude': -74.001148}, {'name': 'Max Stern Athlectic Center', 'latitude': 40.850033, 'longitude': -73.928642}]",9,"[{'name': 'Finishing Touches by Stephanie', 'latitude': 40.769922, 'longitude': -73.956449}]",1,8825.362978883213,2177.403361815353,2988.194937949327,7938.502920114075,5181.4824247150145,4182.094352148544,3842.354046987547,2731.18372309634,2602.3963230734357,2232.94494957526,3219.030371255873,59.66070920557434,2.935753497633534,3.214838427623228e-05,3.346501887478125e-05,1.6996468061303628e-05,1.2596833559968385e-05,2.5089344968134306e-05,3.5867196521507876e-05,3.9038568066782356e-05,5.492124119352365e-05,5.763918380535124e-05,6.71758612000409e-05,4.6597882809499244e-05,0.002514217514296409
3,Ziippi,web,2011,37.4440981,-122.1612868,"[{'name': 'Facebook Analog Research Laboratory', 'latitude': 37.484992, 'longitude': -122.147417}, {'name': 'Stamen Design', 'latitude': 37.764771, 'longitude': -122.419403}, {'name': 'BoxShop', 'latitude': 37.732902, 'longitude': -122.376606}, {'name': 'Montblanc', 'latitude': 37.788096, 'longitude': -122.404867}, {'name': 'Ogawa Fisher Architects', 'latitude': 37.433572, 'longitude': -122.128213}, {'name': 'Alina Halloran Design', 'latitude': 37.440974, 'longitude': -122.230149}, {'name': 'Harvest Kitchen & Mosaic', 'latitude': 37.499443, 'longitude': -122.245289}, {'name': 'Decorative Plumbing Supply', 'latitude': 37.501296, 'longitude': -122.247685}, {'name': 'Best Buy Cabinets', 'latitude': 37.507002, 'longitude': -122.250659}, {'name': 'The Lighthouse', 'latitude': 37.505255, 'longitude': -122.258287}]",10,"[{'name': 'Starbucks', 'latitude': 37.443647, 'longitude': -122.171784}, {'name': 'Starbucks', 'latitude': 37.450846, 'longitude': -122.179059}, {'name': 'Starbucks', 'latitude': 37.427314, 'longitude': -122.149185}, {'name': 'Starbucks', 'latitude': 37.452272, 'longitude': -122.183719}, {'name': 'Starbucks', 'latitude': 37.447938, 'longitude': -122.126298}, {'name': 'Starbucks', 'latitude': 37.461688, 'longitude': -122.137232}, {'name': 'Starbucks', 'latitude': 37.423504, 'longitude': -122.197829}, {'name': 'Starbucks', 'latitude': 37.426804, 'longitude': -122.144077}, {'name': 'Starbucks', 'latitude': 37.431662, 'longitude': -122.201868}, {'name': 'Starbucks', 'latitude': 37.417438, 'longitude': -122.13053}]",10,"[{'name': ""Fredy's DayCare"", 'latitude': 37.424382, 'longitude': -122.127913}, {'name': 'Happy Feet Daycare', 'latitude': 37.467343, 'longitude': -122.202818}, {'name': 'A Home Away From Home Family Daycare', 'latitude': 37.416965, 'longitude': -122.072754}, {'name': ""Discovery Children's Garden"", 'latitude': 37.450082, 'longitude': -122.158265}, {'name': 'Bright Horizons Family Solutions', 'latitude': 37.42095, 'longitude': -122.142102}, {'name': 'Lilliput Infant And Preschool', 'latitude': 37.420992, 'longitude': -122.129441}, {'name': 'Heffalump Preschool', 'latitude': 37.417773, 'longitude': -122.128187}, {'name': 'Champions at Santa Rita Elementary', 'latitude': 37.393981, 'longitude': -122.122206}, {'name': 'Thistlegarten', 'latitude': 37.476071, 'longitude': -122.235368}, {'name': ""St Michael's Preschool & Infant Care Center"", 'latitude': 37.479671, 'longitude': -122.238507}]",10,"[{'name': 'Palo Alto Airport (PAO)', 'latitude': 37.454906, 'longitude': -122.110797}, {'name': 'Best Airport Yellow Cab Co', 'latitude': 37.467141, 'longitude': -122.144329}, {'name': 'Centurion Flight Services', 'latitude': 37.454397, 'longitude': -122.115064}, {'name': 'Advantage Aviation Maintenance', 'latitude': 37.453835, 'longitude': -122.114245}, {'name': 'Palo Alto Caltrain Station', 'latitude': 37.443477, 'longitude': -122.165192}, {'name': 'American Airlines', 'latitude': 37.444925, 'longitude': -122.163771}, {'name': 'American Airlines', 'latitude': 37.424561, 'longitude': -122.124131}, {'name': 'Airport Limousine Service', 'latitude': 37.445709, 'longitude': -122.160237}, {'name': 'Silicon Valley Airport Shuttle and Taxi Service', 'latitude': 37.441569, 'longitude': -122.16351}, {'name': 'Baylands Athletic Center', 'latitude': 37.452046, 'longitude': -122.119871}]",10,"[{'name': 'Philz Coffee', 'latitude': 37.442227, 'longitude': -122.161687}, {'name': 'Stanford Stadium', 'latitude': 37.434483, 'longitude': -122.16116}, {'name': 'Form Fitness', 'latitude': 37.446563, 'longitude': -122.162002}, {'name': 'United Studios of Self Defense', 'latitude': 37.434028, 'longitude': -122.129598}, {'name': 'Stanford Dish Trail', 'latitude': 37.410348, 'longitude': -122.161037}, {'name': 'Cafe Borrone', 'latitude': 37.453703, 'longitude': -122.182083}, {'name': 'Axis Personal Trainers', 'latitude': 37.454303, 'longitude': -122.180614}, {'name': 'Mayfield Soccer Complex', 'latitude': 37.423048, 'longitude': -122.143436}, {'name': 'Pure Barre', 'latitude': 37.427368, 'longitude': -122.143536}, {'name': 'Palo Alto Caltrain Station', 'latitude': 37.443477, 'longitude': -122.165192}]",10,"[{'name': 'Homer Ave Ped/Bike Tunnel', 'latitude': 37.441043, 'longitude': -122.160404}, {'name': 'Caltrain', 'latitude': 37.454754, 'longitude': -122.1825}]",2,"[{'name': 'Friday Night Waltz', 'latitude': 37.449338, 'longitude': -122.156792}, {'name': 'The Patio', 'latitude': 37.445176, 'longitude': -122.163928}, {'name': 'Bachata Sentimiento', 'latitude': 37.423219, 'longitude': -122.172349}]",3,[],0,"[{'name': 'San Agus Cocina Urbana & Cocktails', 'latitude': 37.442937, 'longitude': -122.162728}, {'name': 'Reposado', 'latitude': 37.444183, 'longitude': -122.160938}, {'name': 'INDO Restaurant & Lounge', 'latitude': 37.420972, 'longitude': -122.136881}, {'name': 'The Wine Room', 'latitude': 37.444866, 'longitude': -122.161907}, {'name': 'Pizzeria Delfina', 'latitude': 37.443404, 'longitude': -122.160393}, {'name': 'Evvia', 'latitude': 37.445121, 'longitude': -122.163782}, {'name': 'Stanford Theatre', 'latitude': 37.445167, 'longitude': -122.162711}, {'name': 'Bar Zola', 'latitude': 37.445455, 'longitude': -122.160581}, {'name': 'True Food Kitchen', 'latitude': 37.443897, 'longitude': -122.170222}, {'name': 'Bird Dog', 'latitude': 37.445778, 'longitude': -122.163318}, {'name': 'Tamarine Restaurant', 'latitude': 37.448804, 'longitude': -122.158265}, {'name': 'Telefèric Barcelona', 'latitude': 37.438433, 'longitude': -122.158897}, {'name': 'Nola', 'latitude': 37.445076, 'longitude': -122.161275}, {'name': 'Stanford Shopping Center', 'latitude': 37.443449, 'longitude': -122.17125}, {'name': 'Coconuts Caribbean Restaurant & Bar', 'latitude': 37.443844, 'longitude': -122.160204}, {'name': 'Vina Enoteca', 'latitude': 37.437581, 'longitude': -122.173159}, {'name': 'St Michaels Alley', 'latitude': 37.442062, 'longitude': -122.15903}, {'name': 'Rangoon Ruby', 'latitude': 37.445184, 'longitude': -122.162927}, {'name': 'Zola', 'latitude': 37.4454, 'longitude': -122.160434}, {'name': 'Ettan', 'latitude': 37.445468, 'longitude': -122.161297}]",20,"[{'name': 'Wildseed', 'latitude': 37.438956, 'longitude': -122.158927}, {'name': 'True Food Kitchen', 'latitude': 37.443897, 'longitude': -122.170222}, {'name': 'Sweetgreen', 'latitude': 37.444705, 'longitude': -122.160968}, {'name': 'Sweetgreen', 'latitude': 37.446525, 'longitude': -122.158506}, {'name': 'Sweetgreen', 'latitude': 37.435732, 'longitude': -122.176287}, {'name': 'Sweetgreen', 'latitude': 37.427243, 'longitude': -122.161525}, {'name': 'Sweetgreen', 'latitude': 37.455335, 'longitude': -122.185769}, {'name': 'Sweetgreen', 'latitude': 37.421313, 'longitude': -122.141565}, {'name': 'Sweetgreen', 'latitude': 37.411713, 'longitude': -122.148881}, {'name': 'Sweetgreen', 'latitude': 37.408569, 'longitude': -122.145355}]",10,"[{'name': 'Maples Pavilion', 'latitude': 37.42949, 'longitude': -122.160612}]",1,[],0,5205.327397734247,9638.422586958972,15415.982403052112,9496.999223106746,5342.459355048261,1323.7349885176168,877.507037086804,,472.6254573042999,1501.2194363460287,867.8884307362488,,0.9518116356484472,7.262599182433832e-06,6.486774399807413e-06,2.8816631220024963e-05,1.0529641800611529e-05,2.4333362476058675e-05,0.00011331573260594806,0.00017093880010122568,0.0,0.00031737604837359085,9.991877027991345e-05,0.00017283327520883267,0.0
